sl no,brand,country,state,city,top speed kmh,battery capacity kWh,battery type,efficiency wh per km,range km,fast charging power kw dc,fast charge port,seats,drivetrain,electric vehicle type,safety rating,cost
4685,Hyundai,Germany,Hesse,Frankfurt,152,57.8,Solid-State,156.9,390,163,CHAdeMO,6,FWD,HEV,3.9,117054
4686,Kia,USA,CA,Los Angeles,267,182.7,Solid-State,173.3,486,349,Tesla Supercharger,4,AWD,PHEV,2.6,131988
4687,Ford,South Korea,Incheon,Incheon,166,56.8,Solid-State,198.3,264,244,Tesla Supercharger,7,RWD,BEV,2.9,189381
4688,BYD,UK,England,Birmingham,154,96.3,Solid-State,160.9,715,235,Tesla Supercharger,5,AWD,HEV,3.8,166224
4689,Tesla,Canada,Quebec,Montreal,176,188.3,Solid-State,171.3,458,190,Tesla Supercharger,7,RWD,BEV,2.4,183202
4690,Tesla,Germany,Berlin,Berlin,256,169.4,Li-ion,196.3,283,145,CCS,6,FWD,BEV,3.1,81991
4691,Tata,Australia,Victoria,Melbourne,293,47,Li-ion,143.3,729,177,CHAdeMO,2,FWD,BEV,4,82517
4692,Volkswagen,USA,NY,New York,192,166.3,NiMH,179.2,751,295,CCS,2,RWD,PHEV,2.1,172667
4693,Tesla,India,Delhi,Delhi,258,188.5,Solid-State,167,731,89,Tesla Supercharger,4,AWD,BEV,2.4,184804
4694,Lucid,India,Maharashtra,Mumbai,173,95.4,Solid-State,181.6,473,340,Tesla Supercharger,6,RWD,BEV,3.1,138551
4695,Nissan,Canada,Quebec,Montreal,133,109.5,Li-ion,143.5,674,94,Type 2,4,AWD,PHEV,4.7,91709
4696,Hyundai,Japan,Kanagawa,Yokohama,213,61.7,Li-ion,133.6,614,263,CHAdeMO,6,FWD,PHEV,2,87732
4697,Kia,USA,NY,New York,192,37.8,Solid-State,214.3,731,312,CHAdeMO,4,FWD,HEV,2.9,112051
4698,Tata,Australia,Queensland,Brisbane,136,114.1,Solid-State,175.5,717,297,CHAdeMO,5,FWD,HEV,3.2,132832
4699,Volkswagen,Japan,Osaka,Osaka,123,144.9,Solid-State,210,394,276,Type 2,6,FWD,BEV,3.2,185460
4700,Lucid,Germany,Hesse,Frankfurt,267,128,NiMH,166.4,578,66,CCS,4,FWD,HEV,2.4,92853
4701,Lucid,India,Karnataka,Bangalore,238,189,NiMH,149.8,249,272,CHAdeMO,6,FWD,HEV,2.7,110951
4702,Ford,UK,England,London,257,175.2,Solid-State,169.6,500,223,Tesla Supercharger,2,AWD,PHEV,3.5,164681
4703,Lucid,USA,NY,New York,169,58.3,Solid-State,183.9,491,199,CCS,6,RWD,PHEV,4.5,100165
4704,Hyundai,Australia,New South Wales,Sydney,209,84.7,Solid-State,132.5,228,148,CCS,7,AWD,HEV,3.4,123689
4705,Volkswagen,USA,CA,Los Angeles,252,110.6,Li-ion,216.5,455,118,CCS,5,AWD,BEV,2.1,162595
4706,Kia,Australia,New South Wales,Sydney,208,119.2,Solid-State,171.9,477,164,Type 2,2,RWD,HEV,3.6,101630
4707,Kia,Japan,Tokyo,Tokyo,295,140.3,Solid-State,195.9,524,53,Type 2,2,AWD,HEV,4.9,198031
4708,Kia,Germany,Hesse,Frankfurt,252,32.2,NiMH,165.1,553,86,CHAdeMO,2,AWD,BEV,3.7,128726
4709,Volkswagen,India,Delhi,Delhi,184,96.5,NiMH,195.5,409,325,Type 2,5,RWD,HEV,3.4,160441
4710,Volkswagen,Germany,Berlin,Berlin,236,174.5,Solid-State,185.8,682,267,Tesla Supercharger,5,AWD,HEV,2.4,186876
4711,BYD,Australia,New South Wales,Sydney,157,112,Solid-State,186.2,491,110,Tesla Supercharger,6,FWD,BEV,3.6,187851
4712,BYD,India,Delhi,Delhi,247,60.5,Li-ion,133.1,663,121,Tesla Supercharger,6,FWD,BEV,4.2,198829
4713,Tata,France,Île-de-France,Paris,133,113,Solid-State,163,235,54,CHAdeMO,5,AWD,PHEV,4.7,154749
4714,Lucid,USA,CA,Los Angeles,294,52.3,NiMH,144,447,51,CHAdeMO,2,RWD,HEV,3.5,180174
4715,Hyundai,Japan,Osaka,Osaka,275,76.8,NiMH,166.2,350,230,Type 2,7,AWD,BEV,2.6,178296
4716,BYD,Germany,Hesse,Frankfurt,127,170.4,Li-ion,178.5,389,240,Type 2,4,AWD,PHEV,4.7,182569
4717,BMW,China,Guangdong,Shenzhen,209,65.7,Li-ion,219.4,215,194,CCS,4,RWD,PHEV,4.7,141544
4718,Kia,Germany,Berlin,Berlin,270,72.5,Li-ion,149.7,582,181,CHAdeMO,4,AWD,HEV,3.4,135452
4719,BYD,Canada,Ontario,Toronto,165,165.9,NiMH,154.7,363,293,Type 2,5,AWD,PHEV,4.5,132619
4720,BMW,Japan,Tokyo,Tokyo,296,73.3,Li-ion,166.8,520,78,CHAdeMO,2,RWD,BEV,3.1,85764
4721,BMW,Germany,Bavaria,Munich,131,157.1,Solid-State,216.2,529,222,CHAdeMO,2,FWD,BEV,4.1,173106
4722,Nissan,UK,England,Manchester,151,93.8,NiMH,157.7,617,220,CHAdeMO,6,FWD,BEV,4.2,157619
4723,Kia,South Korea,Incheon,Incheon,180,166.7,Li-ion,186.3,373,174,Type 2,6,RWD,HEV,3.7,118578
4724,Hyundai,India,Karnataka,Bangalore,210,147.8,Li-ion,174.7,324,148,Tesla Supercharger,7,AWD,BEV,3.1,190816
4725,Ford,France,Île-de-France,Paris,263,128,Li-ion,207.5,717,291,CCS,4,FWD,BEV,4.6,138522
4726,BMW,USA,IL,Chicago,146,149.5,Li-ion,209.8,267,116,Type 2,2,FWD,PHEV,4.1,76360
4727,Lucid,China,Guangdong,Shenzhen,219,110.2,Solid-State,207.4,680,274,CCS,4,RWD,BEV,3.3,100520
4728,Ford,Australia,New South Wales,Sydney,259,70,Solid-State,169.8,790,65,Tesla Supercharger,6,RWD,PHEV,3.3,111912
4729,Ford,France,Auvergne-Rhône-Alpes,Lyon,253,127.8,Solid-State,152.7,356,127,Tesla Supercharger,6,AWD,BEV,4.4,193203
4730,Kia,Germany,Bavaria,Munich,272,134.2,Li-ion,182.8,401,131,Type 2,4,RWD,HEV,2.4,90640
4731,Kia,USA,IL,Chicago,154,72.8,Li-ion,202.5,555,124,CCS,6,FWD,BEV,2.2,138393
4732,Tata,Australia,Victoria,Melbourne,172,148,Li-ion,155.6,688,100,Tesla Supercharger,4,RWD,HEV,5,149593
4733,Tata,Japan,Osaka,Osaka,277,40.3,Li-ion,198,782,278,CHAdeMO,7,FWD,PHEV,3.9,140011
4734,Volkswagen,UK,England,London,181,164.8,Solid-State,150.6,785,60,Tesla Supercharger,6,AWD,PHEV,3.9,195163
4735,BYD,Canada,Quebec,Montreal,238,87.8,NiMH,203.4,685,81,CCS,5,AWD,HEV,2.4,156697
4736,Lucid,South Korea,Seoul,Seoul,214,93.6,Solid-State,209,360,67,CCS,5,AWD,HEV,4.4,164443
4737,Kia,Australia,New South Wales,Sydney,267,103.5,Li-ion,158.2,451,328,CHAdeMO,2,FWD,PHEV,3.2,161232
4738,Lucid,Germany,Berlin,Berlin,188,187.1,Solid-State,195.7,271,239,CHAdeMO,2,AWD,HEV,3.5,77390
4739,BYD,South Korea,Seoul,Seoul,222,60.4,Solid-State,188.1,354,304,CHAdeMO,5,RWD,HEV,3.7,170036
4740,Ford,Japan,Osaka,Osaka,213,32.3,Li-ion,168.9,438,129,Tesla Supercharger,4,RWD,PHEV,4.1,128210
4741,BYD,France,Auvergne-Rhône-Alpes,Lyon,290,117.4,Li-ion,144.6,207,68,Tesla Supercharger,6,RWD,BEV,2.1,157043
4742,Volkswagen,UK,England,London,191,63.9,NiMH,148.4,669,130,Type 2,2,RWD,HEV,2.6,116135
4743,Hyundai,Australia,Queensland,Brisbane,193,58.4,NiMH,157,767,116,CHAdeMO,4,AWD,BEV,4.2,78193
4744,Tata,USA,Seattle,Washington,244,119.3,Li-ion,192,325,329,Type 2,7,AWD,BEV,3.8,162287
4745,Tata,France,Auvergne-Rhône-Alpes,Lyon,190,136.7,Solid-State,192.6,279,118,Tesla Supercharger,2,FWD,BEV,4.6,142439
4746,Tesla,Canada,British Columbia,Vancouver,184,177.7,NiMH,216.5,294,340,CHAdeMO,2,AWD,BEV,2.7,95180
4747,Lucid,France,Île-de-France,Paris,204,38.8,Solid-State,216.7,393,176,Tesla Supercharger,5,FWD,HEV,4.2,157608
4748,Tata,India,Maharashtra,Mumbai,170,65.7,NiMH,176.9,409,167,Tesla Supercharger,7,FWD,BEV,3.8,178954
4749,Lucid,Australia,Queensland,Brisbane,296,87.7,NiMH,175.3,489,314,CCS,5,AWD,PHEV,3,133983
4750,Ford,UK,England,Manchester,154,173.8,Li-ion,171.6,253,69,Type 2,4,RWD,BEV,2.8,138674
4751,Ford,South Korea,Seoul,Seoul,155,120.2,NiMH,134,477,326,CCS,7,FWD,HEV,2.8,125312
4752,Volkswagen,India,Maharashtra,Mumbai,245,161.3,NiMH,209.5,722,59,Tesla Supercharger,6,FWD,BEV,2.6,129465
4753,Ford,Japan,Tokyo,Tokyo,271,48.4,Li-ion,196.4,778,289,CCS,5,RWD,BEV,2.3,136082
4754,Volkswagen,USA,CA,Los Angeles,137,196.3,Solid-State,145,386,212,Tesla Supercharger,6,AWD,HEV,2,89482
4755,BMW,China,Beijing,Beijing,149,67.5,NiMH,175.6,636,84,Type 2,6,FWD,HEV,4.4,80461
4756,Volkswagen,Australia,Victoria,Melbourne,160,160.6,Li-ion,213.2,770,224,Tesla Supercharger,5,AWD,HEV,4.9,198140
4757,Tesla,Germany,Hesse,Frankfurt,209,63.9,Solid-State,130.8,427,200,Type 2,5,AWD,BEV,4.1,78651
4758,Lucid,USA,Seattle,Washington,269,183.3,Li-ion,154.3,615,233,CCS,4,AWD,HEV,2.5,129601
4759,Nissan,UK,England,Birmingham,183,154.5,NiMH,163.8,524,343,CCS,6,AWD,PHEV,2.3,94380
4760,Tata,China,Shanghai,Shanghai,243,175.4,NiMH,144.5,342,261,CHAdeMO,7,RWD,BEV,3.1,78293
4761,Nissan,India,Maharashtra,Mumbai,254,47.6,Solid-State,175.6,229,233,CHAdeMO,5,AWD,BEV,2.9,193168
4762,Nissan,Canada,Ontario,Toronto,199,60.3,Li-ion,214.1,404,223,Type 2,7,RWD,PHEV,2.9,77925
4763,Lucid,France,Auvergne-Rhône-Alpes,Lyon,265,112.9,NiMH,157.3,284,224,CHAdeMO,4,RWD,BEV,2,131117
4764,Nissan,UK,England,Manchester,207,189.4,Solid-State,163.3,442,54,CHAdeMO,2,FWD,HEV,3.2,115480
4765,Hyundai,China,Beijing,Beijing,132,81.6,Li-ion,187.8,363,125,Tesla Supercharger,6,FWD,HEV,4.8,108813
4766,Tesla,Canada,British Columbia,Vancouver,139,64.2,Solid-State,142.4,544,60,CHAdeMO,4,AWD,HEV,3,167191
4767,Volkswagen,Canada,Quebec,Montreal,202,54.6,NiMH,150.4,592,202,Tesla Supercharger,6,RWD,BEV,2.4,85213
4768,Lucid,China,Beijing,Beijing,245,104.1,Solid-State,212.7,419,233,Type 2,2,AWD,PHEV,2.4,138275
4769,Volkswagen,Australia,New South Wales,Sydney,268,128.1,NiMH,147.3,769,159,CHAdeMO,7,RWD,PHEV,2.8,122702
4770,Tesla,Canada,Quebec,Montreal,150,106.1,Li-ion,138.6,689,228,Tesla Supercharger,6,RWD,HEV,2.2,124813
4771,Nissan,Canada,Ontario,Toronto,237,62.5,Solid-State,158,214,263,CCS,2,FWD,BEV,3.7,196056
4772,BMW,Canada,Quebec,Montreal,299,131.3,NiMH,135.2,514,276,Type 2,5,AWD,PHEV,4.7,143222
4773,Kia,Canada,Quebec,Montreal,205,180.2,Li-ion,202.2,366,84,CHAdeMO,2,RWD,BEV,3.6,109115
4774,Lucid,Canada,Ontario,Toronto,224,32.9,NiMH,155.7,360,78,Type 2,4,AWD,BEV,2.5,118004
4775,Ford,Japan,Tokyo,Tokyo,170,197,NiMH,173.8,715,123,Tesla Supercharger,4,FWD,PHEV,4.3,132035
4776,Hyundai,UK,England,London,285,133.1,Solid-State,216.2,658,231,Tesla Supercharger,4,AWD,BEV,3.3,115149
4777,Tata,UK,England,London,267,168.5,Solid-State,187.6,480,178,CHAdeMO,4,AWD,BEV,4.1,70345
4778,Hyundai,China,Beijing,Beijing,151,161.3,Li-ion,191,663,54,CHAdeMO,4,AWD,HEV,4.9,149646
4779,Hyundai,South Korea,Seoul,Seoul,292,155.3,Li-ion,135.2,560,121,CCS,6,FWD,PHEV,2.3,73168
4780,Volkswagen,Japan,Kanagawa,Yokohama,241,146.8,Solid-State,160.4,342,174,Type 2,4,AWD,BEV,4.8,165835
4781,BMW,UK,England,London,233,122.9,NiMH,219,682,132,CHAdeMO,7,AWD,HEV,4.1,121904
4782,Volkswagen,Australia,New South Wales,Sydney,195,192.4,Li-ion,196.4,767,77,Type 2,7,FWD,HEV,2.2,185257
4783,Volkswagen,Canada,Ontario,Toronto,196,84.2,NiMH,141.8,660,213,CHAdeMO,6,FWD,BEV,4.8,92712
4784,BYD,India,Maharashtra,Mumbai,160,125.5,Solid-State,214.4,270,250,CHAdeMO,6,RWD,HEV,3.8,158843
4785,Tata,Germany,Hesse,Frankfurt,298,142.2,Solid-State,189,795,60,CHAdeMO,6,AWD,BEV,3.3,138074
4786,Hyundai,Australia,Victoria,Melbourne,271,140.6,Li-ion,184.1,277,69,CCS,7,RWD,BEV,3.1,133555
4787,Kia,UK,England,Manchester,244,178,Li-ion,210.6,287,304,CCS,6,RWD,HEV,4.6,72920
4788,Hyundai,South Korea,Incheon,Incheon,182,54.2,Solid-State,148.3,695,177,Type 2,4,FWD,PHEV,3.2,191454
4789,Hyundai,USA,Seattle,Washington,218,185.5,NiMH,151.8,745,237,Tesla Supercharger,4,AWD,PHEV,2.4,99059
4790,BYD,Australia,Victoria,Melbourne,174,128.8,NiMH,178.4,488,145,CHAdeMO,5,FWD,BEV,3.8,194472
4791,Hyundai,India,Karnataka,Bangalore,218,158.3,NiMH,199.8,619,163,Tesla Supercharger,5,RWD,BEV,2.8,188884
4792,Ford,USA,IL,Chicago,206,141.5,NiMH,185,211,85,CHAdeMO,6,RWD,PHEV,5,111545
4793,Kia,Japan,Osaka,Osaka,126,164.2,Li-ion,157.9,670,113,CCS,6,FWD,BEV,3.2,116088
4794,Hyundai,France,Île-de-France,Paris,229,81.6,Li-ion,142,278,183,Type 2,5,FWD,BEV,4.7,121712
4795,Lucid,France,Auvergne-Rhône-Alpes,Lyon,230,192.8,Solid-State,161.4,282,155,Tesla Supercharger,4,RWD,PHEV,4.5,119827
4796,BYD,China,Beijing,Beijing,300,148.6,Solid-State,166.7,453,278,Type 2,2,FWD,PHEV,5,134698
4797,Volkswagen,South Korea,Busan,Busan,284,194.8,Solid-State,135.1,556,65,Type 2,7,FWD,HEV,4.8,192921
4798,Nissan,Germany,Berlin,Berlin,289,93.4,Solid-State,217.3,381,122,Type 2,7,FWD,BEV,2.8,141945
4799,BYD,USA,IL,Chicago,243,109.8,NiMH,149.7,403,334,CHAdeMO,7,RWD,HEV,4.8,143452
4800,Hyundai,Japan,Kanagawa,Yokohama,292,184,Li-ion,206.1,310,185,CCS,4,RWD,HEV,4.5,129078
4801,BMW,Canada,British Columbia,Vancouver,196,169.1,Li-ion,131.4,268,87,CCS,6,RWD,PHEV,3.6,92924
4802,Ford,India,Tamil Nadu,Chennai,238,100.7,Li-ion,160.1,744,194,Type 2,4,AWD,BEV,3.6,79827
4803,Hyundai,USA,IL,Chicago,143,58.6,Li-ion,190,690,266,Type 2,6,AWD,HEV,3.6,169676
4804,Nissan,Japan,Osaka,Osaka,171,71.4,Li-ion,171,408,112,CCS,6,AWD,PHEV,2.1,95311
4805,Volkswagen,Germany,Berlin,Berlin,233,107.8,NiMH,163.1,441,345,Type 2,5,FWD,BEV,2.5,173653
4806,Lucid,France,Auvergne-Rhône-Alpes,Lyon,257,123.9,Li-ion,171.2,343,79,CHAdeMO,5,FWD,BEV,2,151023
4807,Nissan,Canada,British Columbia,Vancouver,207,83.1,NiMH,166,257,55,Tesla Supercharger,6,RWD,BEV,4.5,82995
4808,Kia,China,Guangdong,Shenzhen,124,197.3,Solid-State,132.9,480,101,CCS,6,FWD,BEV,2.1,71165
4809,Tesla,Canada,Ontario,Toronto,146,93.2,Solid-State,197.7,341,279,CCS,2,AWD,BEV,3.5,123456
4810,BMW,India,Karnataka,Bangalore,273,193,Li-ion,208.2,519,104,Tesla Supercharger,5,RWD,HEV,2.1,117147
4811,Hyundai,South Korea,Incheon,Incheon,183,58.6,NiMH,135.7,755,151,Tesla Supercharger,6,RWD,BEV,3.6,100402
4812,BYD,India,Karnataka,Bangalore,152,148.9,Li-ion,184.7,284,288,Type 2,4,FWD,BEV,3.4,119809
4813,Nissan,Australia,Queensland,Brisbane,225,117.1,NiMH,207.3,593,282,CHAdeMO,6,AWD,PHEV,3.1,138241
4814,Lucid,USA,IL,Chicago,288,198.3,Solid-State,161.4,321,245,CHAdeMO,5,AWD,PHEV,4.2,183569
4815,BMW,Canada,Ontario,Toronto,133,86.1,Li-ion,188.5,717,195,CHAdeMO,6,RWD,BEV,2.4,185908
4816,Kia,USA,IL,Chicago,181,84.8,Solid-State,187.2,766,317,CCS,7,FWD,PHEV,4.6,165200
4817,Kia,South Korea,Seoul,Seoul,166,105.1,Li-ion,169.3,666,68,Type 2,4,RWD,BEV,4.6,131784
4818,BYD,Australia,New South Wales,Sydney,145,46,NiMH,178.5,262,216,Type 2,2,RWD,BEV,4.2,102124
4819,Tata,China,Guangdong,Shenzhen,230,113.3,Li-ion,166,548,180,CCS,2,AWD,BEV,2.2,170904
4820,Hyundai,China,Beijing,Beijing,238,58.8,Li-ion,165.5,268,300,Tesla Supercharger,2,AWD,HEV,3.7,156536
4821,Tata,South Korea,Seoul,Seoul,191,184.2,Li-ion,184.5,543,325,Type 2,4,RWD,HEV,2.6,172504
4822,BYD,China,Shanghai,Shanghai,155,73.8,NiMH,195.5,634,242,CHAdeMO,7,FWD,BEV,4,125460
4823,Kia,India,Maharashtra,Mumbai,280,136.1,Li-ion,143.3,227,54,CHAdeMO,4,AWD,HEV,4.3,168675
4824,Lucid,Japan,Tokyo,Tokyo,295,63.2,Solid-State,136,451,177,Type 2,2,FWD,BEV,2.6,81919
4825,Ford,Canada,Quebec,Montreal,207,199.6,Solid-State,190.1,797,276,Tesla Supercharger,2,AWD,BEV,4.3,159288
4826,Lucid,France,Provence-Alpes-Côte d'Azur,Marseille,232,55.7,Li-ion,216.5,591,283,CCS,4,FWD,PHEV,4.5,162281
4827,Tata,USA,NY,New York,146,70.8,Solid-State,158.1,432,55,CCS,5,AWD,HEV,4.7,143466
4828,Hyundai,India,Maharashtra,Mumbai,290,102,Li-ion,204.1,213,110,CHAdeMO,7,FWD,HEV,4.4,150286
4829,Ford,India,Tamil Nadu,Chennai,205,132.1,Li-ion,152.2,253,79,Type 2,6,AWD,HEV,4.6,96595
4830,Kia,UK,England,Manchester,130,94.9,Li-ion,164.6,605,83,CHAdeMO,2,AWD,PHEV,2.4,124080
4831,Tata,South Korea,Seoul,Seoul,197,174.3,Solid-State,178.5,650,304,CHAdeMO,6,RWD,PHEV,3.2,148013
4832,Tesla,South Korea,Incheon,Incheon,233,65.4,NiMH,157,328,102,CCS,7,AWD,PHEV,4.8,149311
4833,Tata,Canada,Ontario,Toronto,247,128,NiMH,196.8,450,204,CHAdeMO,2,RWD,HEV,2.1,129824
4834,Hyundai,India,Karnataka,Bangalore,221,106.6,Solid-State,161.7,380,326,CCS,5,FWD,PHEV,2.4,176596
4835,BYD,USA,IL,Chicago,281,188.4,NiMH,159.9,202,61,CCS,7,AWD,BEV,2.1,175372
4836,Volkswagen,Canada,Quebec,Montreal,163,97.2,Solid-State,142.9,304,263,Type 2,5,FWD,HEV,2.7,169970
4837,BMW,France,Auvergne-Rhône-Alpes,Lyon,214,173.2,NiMH,144.2,793,303,Tesla Supercharger,4,RWD,BEV,4,140887
4838,Lucid,Australia,New South Wales,Sydney,268,150.4,NiMH,210.1,703,208,Type 2,5,FWD,PHEV,3.3,177977
4839,Tata,France,Auvergne-Rhône-Alpes,Lyon,148,163.7,Li-ion,201.4,389,337,Tesla Supercharger,7,AWD,HEV,2.9,160961
4840,BYD,South Korea,Seoul,Seoul,177,147.6,Solid-State,142,764,120,CCS,7,FWD,PHEV,2.6,156790
4841,Nissan,USA,CA,Los Angeles,158,36.7,NiMH,141.4,788,314,CCS,5,FWD,HEV,3.6,141075
4842,Hyundai,South Korea,Incheon,Incheon,200,70.2,Solid-State,174.6,200,350,Type 2,7,AWD,PHEV,2.2,78830
4843,Hyundai,India,Delhi,Delhi,151,108.1,NiMH,178,747,316,CCS,6,AWD,PHEV,4.8,150136
4844,Ford,Canada,British Columbia,Vancouver,155,57.2,Li-ion,208.9,433,321,Tesla Supercharger,5,RWD,BEV,3.4,165652
4845,Lucid,France,Auvergne-Rhône-Alpes,Lyon,214,186.9,Solid-State,203.5,285,275,CCS,5,AWD,HEV,3.9,117632
4846,BMW,India,Tamil Nadu,Chennai,185,86.9,Li-ion,191.9,754,161,CCS,4,FWD,BEV,4.1,175228
4847,Ford,South Korea,Seoul,Seoul,269,47.7,Solid-State,165.4,311,55,CCS,6,FWD,PHEV,4.8,137174
4848,BYD,France,Île-de-France,Paris,194,199.3,Li-ion,187.7,635,197,CCS,2,RWD,PHEV,3,164787
4849,Hyundai,China,Guangdong,Shenzhen,243,162.8,Li-ion,186,363,324,CCS,2,RWD,HEV,3.4,157914
4850,Tata,UK,England,Birmingham,159,83.7,NiMH,158.9,507,332,Tesla Supercharger,7,FWD,PHEV,3.1,145838
4851,Ford,India,Maharashtra,Mumbai,213,163.9,Li-ion,200.1,412,330,CCS,7,RWD,HEV,2.8,167698
4852,BYD,South Korea,Busan,Busan,263,180.7,NiMH,190.1,339,143,Tesla Supercharger,6,RWD,PHEV,2.4,131449
4853,Nissan,Australia,Victoria,Melbourne,281,42.4,Li-ion,159.1,485,264,CHAdeMO,6,RWD,BEV,2.7,126866
4854,Hyundai,USA,Seattle,Washington,277,78.5,NiMH,183.1,472,288,CHAdeMO,6,FWD,PHEV,4,121091
4855,Lucid,Australia,Queensland,Brisbane,256,161.2,Solid-State,158.1,307,196,CHAdeMO,4,AWD,BEV,3.9,177041
4856,BMW,Japan,Tokyo,Tokyo,199,190.1,Solid-State,140.2,791,343,Type 2,6,AWD,PHEV,4.8,105815
4857,Nissan,France,Provence-Alpes-Côte d'Azur,Marseille,298,134.9,Li-ion,153.7,665,282,Tesla Supercharger,2,AWD,BEV,4.8,103035
4858,Tata,USA,IL,Chicago,212,53,NiMH,149.9,378,119,Type 2,6,AWD,HEV,4,112673
4859,BMW,South Korea,Seoul,Seoul,250,103.2,Solid-State,203.4,426,116,Type 2,2,RWD,PHEV,4.9,103774
4860,Tata,Australia,Queensland,Brisbane,283,150.4,Solid-State,161.1,366,135,Type 2,7,FWD,PHEV,2.9,104607
4861,Tesla,South Korea,Seoul,Seoul,226,187.5,NiMH,177.6,442,52,CHAdeMO,7,RWD,PHEV,4.2,154868
4862,BYD,India,Maharashtra,Mumbai,186,38.1,NiMH,170.7,350,328,CHAdeMO,6,FWD,HEV,2.5,169174
4863,BMW,Japan,Tokyo,Tokyo,125,154.4,Solid-State,197.8,666,138,Tesla Supercharger,5,FWD,HEV,2.8,192221
4864,BMW,Canada,Quebec,Montreal,226,176.9,Li-ion,213.8,485,160,CHAdeMO,7,FWD,PHEV,2.7,169127
4865,Ford,South Korea,Busan,Busan,293,179,Li-ion,191,748,185,CHAdeMO,6,AWD,BEV,2.8,130454
4866,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,189,34.3,Solid-State,159.5,258,219,CCS,7,AWD,BEV,3.3,109028
4867,Nissan,South Korea,Seoul,Seoul,276,182.5,Solid-State,179.5,768,288,Tesla Supercharger,4,AWD,PHEV,3.9,151928
4868,Kia,India,Maharashtra,Mumbai,282,80.4,Solid-State,204.2,723,343,CHAdeMO,4,FWD,HEV,4.7,81419
4869,Hyundai,USA,CA,Los Angeles,259,50.4,Solid-State,135.1,407,181,Type 2,6,RWD,BEV,3.2,172065
4870,Nissan,Canada,Ontario,Toronto,251,123.7,Solid-State,160.7,795,66,Type 2,6,AWD,BEV,3.5,175206
4871,BMW,China,Beijing,Beijing,300,153.7,NiMH,166.7,711,253,Tesla Supercharger,6,RWD,BEV,3.1,119714
4872,Kia,India,Maharashtra,Mumbai,162,60.8,Li-ion,219.5,794,291,Type 2,6,RWD,HEV,4.4,198142
4873,Kia,China,Guangdong,Shenzhen,200,184.3,Solid-State,204.8,239,121,CHAdeMO,6,AWD,HEV,4,183996
4874,BYD,Japan,Tokyo,Tokyo,290,71.6,NiMH,131.7,552,203,Type 2,2,FWD,HEV,3.8,182529
4875,Hyundai,Germany,Hesse,Frankfurt,283,60.9,NiMH,187.2,657,146,CCS,7,RWD,PHEV,4.4,195582
4876,BYD,China,Guangdong,Shenzhen,292,84.2,Li-ion,140.6,539,308,CCS,4,FWD,BEV,3,172277
4877,Kia,China,Beijing,Beijing,123,126.8,Solid-State,136.3,517,129,CCS,2,AWD,PHEV,4.2,147950
4878,Tesla,South Korea,Seoul,Seoul,278,118.5,Solid-State,158.7,349,297,CHAdeMO,7,FWD,HEV,3,110195
4879,Tata,France,Auvergne-Rhône-Alpes,Lyon,166,146.1,Solid-State,155.9,207,234,CHAdeMO,6,FWD,PHEV,3.5,168644
4880,Tesla,France,Auvergne-Rhône-Alpes,Lyon,273,118.5,Solid-State,191.6,298,280,Type 2,4,AWD,BEV,4.8,145801
4881,Ford,China,Beijing,Beijing,225,111.7,NiMH,157.1,626,88,Type 2,4,FWD,BEV,2.1,128196
4882,BYD,Japan,Kanagawa,Yokohama,234,174.2,Solid-State,186.7,213,100,Tesla Supercharger,6,AWD,HEV,3.8,167752
4883,Nissan,France,Île-de-France,Paris,266,93.9,Solid-State,216.5,349,190,CCS,7,RWD,PHEV,4.1,185144
4884,BYD,USA,IL,Chicago,164,61.4,Solid-State,198.5,327,322,CCS,4,AWD,BEV,4.4,180133
4885,Tata,UK,England,Birmingham,236,47.6,Solid-State,194.5,524,317,CHAdeMO,6,FWD,HEV,2.1,194029
4886,Nissan,USA,Seattle,Washington,134,108.1,NiMH,170.9,348,132,CCS,6,AWD,PHEV,3.5,178481
4887,BMW,UK,England,Birmingham,250,128.3,Li-ion,131,268,254,CHAdeMO,6,AWD,PHEV,4.6,101641
4888,BMW,India,Tamil Nadu,Chennai,260,175.6,Li-ion,217.7,524,224,Type 2,5,RWD,BEV,3.6,178556
4889,Kia,Canada,Ontario,Toronto,185,144.6,NiMH,157.4,675,244,CHAdeMO,4,AWD,PHEV,4.4,134002
4890,BYD,USA,IL,Chicago,137,124.7,Solid-State,191,289,258,Tesla Supercharger,2,AWD,PHEV,2.2,185858
4891,BMW,Australia,Queensland,Brisbane,158,129.6,Li-ion,168.6,404,124,CHAdeMO,7,FWD,PHEV,3.8,136929
4892,Tata,USA,NY,New York,196,112.6,NiMH,204.4,778,272,Type 2,4,AWD,PHEV,3,151749
4893,Tata,Japan,Osaka,Osaka,233,168.9,Solid-State,219.3,448,138,Type 2,5,AWD,PHEV,2.7,141370
4894,Nissan,India,Tamil Nadu,Chennai,120,88.3,Li-ion,131.3,396,158,Type 2,2,FWD,PHEV,4.8,115934
4895,Kia,Germany,Berlin,Berlin,293,125.4,NiMH,210.4,388,299,CCS,4,FWD,HEV,3.5,78436
4896,Tesla,India,Tamil Nadu,Chennai,198,180.9,Solid-State,154.1,578,279,Type 2,6,AWD,PHEV,2.1,81156
4897,Volkswagen,Australia,New South Wales,Sydney,204,197.9,Solid-State,193.8,360,300,Type 2,5,AWD,HEV,2.6,92394
